index,round,team,opponent_team,prev_team_ranking,team_ranking_diff,opponent_ranking,was_home,team_h_score,team_a_score,clean_sheets,goals_scored,season,team_name
1199,1,12,20,,,,True,4,0,True,True,2017-18,MUN
0,1,20,12,,,,False,4,0,False,False,2017-18,WHU
1,2,20,14,2.0,-1.0,3.0,False,3,2,False,True,2017-18,WHU
870,2,14,20,3.0,1.0,2.0,True,3,2,False,True,2017-18,SOU
795,3,13,20,2.0,0.0,2.0,True,3,0,True,True,2017-18,NEW
2,3,20,13,2.0,0.0,2.0,False,3,0,False,False,2017-18,WHU
79,4,8,20,4.0,2.0,2.0,False,2,0,False,False,2017-18,HUD
3,4,20,8,2.0,-2.0,4.0,True,2,0,True,True,2017-18,WHU
4,5,20,19,2.0,-2.0,4.0,False,0,0,True,False,2017-18,WHU
563,5,19,20,4.0,2.0,2.0,True,0,0,True,False,2017-18,WBA
5,6,20,17,2.0,-1.0,3.0,True,2,3,False,True,2017-18,WHU
2377,6,17,20,3.0,1.0,2.0,False,2,3,False,True,2017-18,TOT
1087,7,16,20,2.0,0.0,2.0,False,1,0,False,False,2017-18,SWA
6,7,20,16,2.0,0.0,2.0,True,1,0,True,True,2017-18,WHU
7,8,20,4,2.0,-1.0,3.0,False,1,1,False,True,2017-18,WHU
359,8,4,20,3.0,1.0,2.0,True,1,1,False,True,2017-18,BUR
1731,9,3,20,2.0,0.0,2.0,False,0,3,True,True,2017-18,BRI
8,9,20,3,2.0,0.0,2.0,True,0,3,False,False,2017-18,WHU
1542,10,6,20,2.0,0.0,2.0,True,2,2,False,True,2017-18,CRY
9,10,20,6,2.0,0.0,2.0,False,2,2,False,True,2017-18,WHU
328,11,10,20,4.0,2.0,2.0,False,1,4,False,True,2017-18,LIV
10,11,20,10,2.0,-2.0,4.0,True,1,4,False,True,2017-18,WHU
253,12,18,20,3.0,1.0,2.0,True,2,0,True,True,2017-18,WAT
11,12,20,18,2.0,-1.0,3.0,False,2,0,False,False,2017-18,WHU
12,13,20,9,2.0,-1.0,3.0,True,1,1,False,True,2017-18,WHU
609,13,9,20,3.0,1.0,2.0,False,1,1,False,True,2017-18,LEI
441,14,7,20,2.0,0.0,2.0,True,4,0,True,True,2017-18,EVE
13,14,20,7,2.0,0.0,2.0,False,4,0,False,False,2017-18,WHU
14,15,20,11,2.0,-3.0,5.0,False,2,1,False,True,2017-18,WHU
769,15,11,20,5.0,3.0,2.0,True,2,1,False,True,2017-18,MCI
15,16,20,5,2.0,-2.0,4.0,True,1,0,True,True,2017-18,WHU
1322,16,5,20,4.0,2.0,2.0,False,1,0,False,False,2017-18,CHE
16,17,20,1,2.0,-2.0,4.0,True,0,0,True,False,2017-18,WHU
163,17,1,20,4.0,2.0,2.0,False,0,0,True,False,2017-18,ARS
17,18,20,15,2.0,0.0,2.0,False,0,3,True,True,2017-18,WHU
2936,18,15,20,2.0,0.0,2.0,True,0,3,False,False,2017-18,STO
18,19,20,13,2.0,0.0,2.0,True,2,3,False,True,2017-18,WHU
811,19,13,20,2.0,0.0,2.0,False,2,3,False,True,2017-18,NEW
19,20,20,2,2.0,0.0,2.0,False,3,3,False,True,2017-18,WHU
128,20,2,20,2.0,0.0,2.0,True,3,3,False,True,2017-18,BOU
20,22,20,19,2.0,0.0,2.0,True,2,1,False,True,2017-18,WHU
580,22,19,20,2.0,0.0,2.0,False,2,1,False,True,2017-18,WBA
21,22,20,17,2.0,-2.0,4.0,False,1,1,False,True,2017-18,WHU
1130,22,17,20,4.0,2.0,2.0,True,1,1,False,True,2017-18,TOT
22,23,20,8,2.0,-1.0,3.0,False,1,4,False,True,2017-18,WHU
98,23,8,20,3.0,1.0,2.0,True,1,4,False,True,2017-18,HUD
23,24,20,2,3.0,1.0,2.0,True,1,1,False,True,2017-18,WHU
132,24,2,20,2.0,-1.0,3.0,False,1,1,False,True,2017-18,BOU
24,25,20,6,3.0,0.0,3.0,True,1,1,False,True,2017-18,WHU
192,25,6,20,3.0,0.0,3.0,False,1,1,False,True,2017-18,CRY
25,26,20,3,3.0,1.0,2.0,False,3,1,False,True,2017-18,WHU
1748,26,3,20,2.0,-1.0,3.0,True,3,1,False,True,2017-18,BRI
268,27,18,20,3.0,1.0,2.0,False,2,0,False,False,2017-18,WAT
26,27,20,18,2.0,-1.0,3.0,True,2,0,True,True,2017-18,WHU
27,28,20,10,3.0,-1.0,4.0,False,4,1,False,True,2017-18,WHU
345,28,10,20,4.0,1.0,3.0,True,4,1,False,True,2017-18,LIV
28,29,20,16,2.0,0.0,2.0,False,4,1,False,True,2017-18,WHU
1109,29,16,20,2.0,0.0,2.0,True,4,1,False,True,2017-18,SWA
29,30,20,4,2.0,-1.0,3.0,True,0,3,False,False,2017-18,WHU
67,30,4,20,3.0,1.0,2.0,False,0,3,True,True,2017-18,BUR
30,32,20,14,2.0,0.0,2.0,True,3,0,True,True,2017-18,WHU
899,32,14,20,2.0,0.0,2.0,False,3,0,False,False,2017-18,SOU
31,33,20,5,2.0,-2.0,4.0,False,1,1,False,True,2017-18,WHU
1338,33,5,20,4.0,2.0,2.0,True,1,1,False,True,2017-18,CHE
32,34,20,15,2.0,0.0,2.0,True,1,1,False,True,2017-18,WHU
2952,34,15,20,2.0,0.0,2.0,False,1,1,False,True,2017-18,STO
33,35,20,1,2.0,-1.0,3.0,False,4,1,False,True,2017-18,WHU
180,35,1,20,3.0,1.0,2.0,True,4,1,False,True,2017-18,ARS
34,36,20,11,3.0,-2.0,5.0,True,1,4,False,True,2017-18,WHU
789,36,11,20,5.0,2.0,3.0,False,1,4,False,True,2017-18,MCI
35,37,20,9,2.0,-1.0,3.0,False,0,2,True,True,2017-18,WHU
556,37,9,20,3.0,1.0,2.0,True,0,2,False,False,2017-18,LEI
36,37,20,12,2.0,-3.0,5.0,True,0,0,True,False,2017-18,WHU
1079,37,12,20,5.0,3.0,2.0,False,0,0,True,False,2017-18,MUN
37,38,20,7,2.0,-1.0,3.0,True,3,1,False,True,2017-18,WHU
465,38,7,20,3.0,1.0,2.0,False,3,1,False,True,2017-18,EVE
428,1,7,15,,,,True,1,0,True,True,2017-18,EVE
2919,1,15,7,,,,False,1,0,False,False,2017-18,STO
429,2,7,11,5.0,2.0,3.0,False,1,1,False,True,2017-18,EVE
756,2,11,7,3.0,-2.0,5.0,True,1,1,False,True,2017-18,MCI
430,3,7,5,4.0,2.0,2.0,False,2,0,False,False,2017-18,EVE
1309,3,5,7,2.0,-2.0,4.0,True,2,0,True,True,2017-18,CHE
431,4,7,17,3.0,0.0,3.0,True,0,3,False,False,2017-18,EVE
2375,4,17,7,3.0,0.0,3.0,False,0,3,True,True,2017-18,TOT
432,5,7,12,2.0,-3.0,5.0,False,4,0,False,False,2017-18,EVE
1203,5,12,7,5.0,3.0,2.0,True,4,0,True,True,2017-18,MUN
433,6,7,2,2.0,0.0,2.0,True,2,1,False,True,2017-18,EVE
114,6,2,7,2.0,0.0,2.0,False,2,1,False,True,2017-18,BOU
434,7,7,4,2.0,-1.0,3.0,True,0,1,False,False,2017-18,EVE
44,7,4,4,3.0,0.0,3.0,True,0,1,False,False,2017-18,BUR
1730,8,3,7,2.0,0.0,2.0,True,1,1,False,True,2017-18,BRI
435,8,7,3,2.0,0.0,2.0,False,1,1,False,True,2017-18,EVE
436,9,7,1,2.0,-2.0,4.0,True,2,5,False,True,2017-18,EVE
155,9,1,7,4.0,2.0,2.0,False,2,5,False,True,2017-18,ARS
437,10,7,9,2.0,0.0,2.0,False,2,0,False,False,2017-18,EVE
606,10,9,7,2.0,0.0,2.0,True,2,0,True,True,2017-18,LEI
252,11,18,7,3.0,1.0,2.0,False,3,2,False,True,2017-18,WAT
438,11,7,18,2.0,-1.0,3.0,True,3,2,False,True,2017-18,EVE
1544,12,6,7,2.0,0.0,2.0,True,2,2,False,True,2017-18,CRY
439,12,7,6,2.0,0.0,2.0,False,2,2,False,True,2017-18,EVE
440,13,7,14,2.0,0.0,2.0,False,4,1,False,True,2017-18,EVE
881,13,14,7,2.0,0.0,2.0,True,4,1,False,True,2017-18,SOU
442,15,7,8,3.0,1.0,2.0,True,2,0,True,True,2017-18,EVE
90,15,8,7,2.0,-1.0,3.0,False,2,0,False,False,2017-18,HUD
443,16,7,10,3.0,-1.0,4.0,False,1,1,False,True,2017-18,EVE
333,16,10,7,4.0,1.0,3.0,True,1,1,False,True,2017-18,LIV
809,17,13,7,2.0,-1.0,3.0,True,0,1,False,False,2017-18,NEW
444,17,7,13,3.0,1.0,2.0,False,0,1,True,True,2017-18,EVE
445,18,7,16,3.0,1.0,2.0,True,3,1,False,True,2017-18,EVE
1098,18,16,7,2.0,-1.0,3.0,False,3,1,False,True,2017-18,SWA
446,19,7,5,3.0,-1.0,4.0,True,0,0,True,False,2017-18,EVE
1325,19,5,7,4.0,1.0,3.0,False,0,0,True,False,2017-18,CHE
447,20,7,19,3.0,1.0,2.0,False,0,0,True,False,2017-18,EVE
578,20,19,7,2.0,-1.0,3.0,True,0,0,True,False,2017-18,WBA
448,21,7,2,3.0,1.0,2.0,False,2,1,False,True,2017-18,EVE
129,21,2,7,2.0,-1.0,3.0,True,2,1,False,True,2017-18,BOU
449,22,7,12,3.0,-1.0,4.0,True,0,2,False,False,2017-18,EVE
1220,22,12,7,4.0,1.0,3.0,False,0,2,True,True,2017-18,MUN
450,23,7,17,3.0,-1.0,4.0,False,4,0,False,False,2017-18,EVE
1131,23,17,7,4.0,1.0,3.0,True,4,0,True,True,2017-18,TOT
451,24,7,19,3.0,1.0,2.0,True,1,1,False,True,2017-18,EVE
582,24,19,7,2.0,-1.0,3.0,False,1,1,False,True,2017-18,WBA
817,25,13,4,2.0,-1.0,3.0,True,1,1,False,True,2017-18,NEW
62,25,4,13,3.0,1.0,2.0,False,1,1,False,True,2017-18,BUR
63,26,4,11,3.0,-2.0,5.0,True,1,1,False,True,2017-18,BUR
780,26,11,4,5.0,2.0,3.0,False,1,1,False,True,2017-18,MCI
1107,27,16,4,2.0,-1.0,3.0,True,1,0,True,True,2017-18,SWA
64,27,4,16,3.0,1.0,2.0,False,1,0,False,False,2017-18,BUR
65,28,4,14,3.0,1.0,2.0,True,1,1,False,True,2017-18,BUR
896,28,14,4,2.0,-1.0,3.0,False,1,1,False,True,2017-18,SOU
456,29,7,4,3.0,0.0,3.0,False,2,1,False,True,2017-18,EVE
66,29,4,7,3.0,0.0,3.0,True,2,1,False,True,2017-18,BUR
590,32,19,4,2.0,-1.0,3.0,True,1,2,False,True,2017-18,WBA
68,32,4,19,3.0,1.0,2.0,False,1,2,False,True,2017-18,BUR
274,33,18,4,3.0,0.0,3.0,True,1,2,False,True,2017-18,WAT
69,33,4,18,3.0,0.0,3.0,False,1,2,False,True,2017-18,BUR
70,34,4,9,3.0,0.0,3.0,True,2,1,False,True,2017-18,BUR
553,34,9,4,3.0,0.0,3.0,False,2,1,False,True,2017-18,LEI
1340,34,5,4,4.0,1.0,3.0,False,1,2,False,True,2017-18,CHE
71,34,4,5,3.0,-1.0,4.0,True,1,2,False,True,2017-18,BUR
2953,35,15,4,2.0,-1.0,3.0,True,1,1,False,True,2017-18,STO
72,35,4,15,3.0,1.0,2.0,False,1,1,False,True,2017-18,BUR
1757,36,3,4,2.0,-1.0,3.0,False,0,0,True,False,2017-18,BRI
73,36,4,3,3.0,1.0,2.0,True,0,0,True,False,2017-18,BUR
182,37,1,4,4.0,1.0,3.0,True,5,0,True,True,2017-18,ARS
74,37,4,1,3.0,-1.0,4.0,False,5,0,False,False,2017-18,BUR
146,38,2,4,2.0,-1.0,3.0,False,1,2,False,True,2017-18,BOU
75,38,4,2,3.0,1.0,2.0,True,1,2,False,True,2017-18,BUR
76,1,8,6,,,,False,0,3,True,True,2017-18,HUD
1533,1,6,8,,,,True,0,3,False,False,2017-18,CRY
794,2,13,8,2.0,-2.0,4.0,False,1,0,False,False,2017-18,NEW
77,2,8,13,4.0,2.0,2.0,True,1,0,True,True,2017-18,HUD
78,3,8,14,4.0,1.0,3.0,True,0,0,True,False,2017-18,HUD
871,3,14,8,3.0,-1.0,4.0,False,0,0,True,False,2017-18,SOU
80,5,8,9,3.0,1.0,2.0,True,1,1,False,True,2017-18,HUD
601,5,9,8,2.0,-1.0,3.0,False,1,1,False,True,2017-18,LEI
81,6,8,4,3.0,-1.0,4.0,False,0,0,True,False,2017-18,HUD
357,6,4,8,4.0,1.0,3.0,True,0,0,True,False,2017-18,BUR
82,7,8,17,3.0,-1.0,4.0,True,0,4,False,False,2017-18,HUD
2378,7,17,8,4.0,1.0,3.0,False,0,4,True,True,2017-18,TOT
83,8,8,16,3.0,1.0,2.0,False,2,0,False,False,2017-18,HUD
1088,8,16,8,2.0,-1.0,3.0,True,2,0,True,True,2017-18,SWA
84,9,8,12,3.0,-2.0,5.0,True,2,1,False,True,2017-18,HUD
1207,9,12,8,5.0,2.0,3.0,False,2,1,False,True,2017-18,MUN
85,10,8,10,3.0,0.0,3.0,False,3,0,False,False,2017-18,HUD
327,10,10,8,3.0,0.0,3.0,True,3,0,True,True,2017-18,LIV
86,11,8,19,3.0,1.0,2.0,True,1,0,True,True,2017-18,HUD
569,11,19,8,2.0,-1.0,3.0,False,1,0,False,False,2017-18,WBA
87,12,8,2,3.0,1.0,2.0,False,4,0,False,False,2017-18,HUD
120,12,2,8,2.0,-1.0,3.0,True,4,0,True,True,2017-18,BOU
88,13,8,11,3.0,-2.0,5.0,True,1,2,False,True,2017-18,HUD
767,13,11,8,5.0,2.0,3.0,False,1,2,False,True,2017-18,MCI
160,14,1,8,4.0,1.0,3.0,True,5,0,True,True,2017-18,ARS
89,14,8,1,3.0,-1.0,4.0,False,5,0,False,False,2017-18,HUD
91,16,8,3,2.0,-1.0,3.0,True,2,0,True,True,2017-18,HUD
1738,16,3,8,3.0,1.0,2.0,False,2,0,False,False,2017-18,BRI
92,17,8,5,3.0,-1.0,4.0,True,1,3,False,True,2017-18,HUD
1323,17,5,8,4.0,1.0,3.0,False,1,3,False,True,2017-18,CHE
259,18,18,8,3.0,0.0,3.0,True,1,4,False,True,2017-18,WAT
93,18,8,18,3.0,0.0,3.0,False,1,4,False,True,2017-18,HUD
94,19,8,14,3.0,1.0,2.0,False,1,1,False,True,2017-18,HUD
887,19,14,8,2.0,-1.0,3.0,True,1,1,False,True,2017-18,SOU
95,20,8,15,3.0,1.0,2.0,True,1,1,False,True,2017-18,HUD
2938,20,15,8,2.0,-1.0,3.0,False,1,1,False,True,2017-18,STO
96,21,8,4,3.0,0.0,3.0,True,0,0,True,False,2017-18,HUD
372,21,4,8,3.0,0.0,3.0,False,0,0,True,False,2017-18,BUR
97,22,8,9,3.0,0.0,3.0,False,3,0,False,False,2017-18,HUD
542,22,9,8,3.0,0.0,3.0,True,3,0,True,True,2017-18,LEI
2942,24,15,8,2.0,0.0,2.0,True,2,0,True,True,2017-18,STO
99,24,8,15,2.0,0.0,2.0,False,2,0,False,False,2017-18,HUD
100,25,8,10,2.0,-2.0,4.0,True,0,3,False,False,2017-18,HUD
342,25,10,8,4.0,2.0,2.0,False,0,3,True,True,2017-18,LIV
101,26,8,12,2.0,-3.0,5.0,False,2,0,False,False,2017-18,HUD
1068,26,12,8,5.0,3.0,2.0,True,2,0,True,True,2017-18,MUN
102,27,8,2,2.0,-1.0,3.0,True,4,1,False,True,2017-18,HUD
135,27,2,8,3.0,1.0,2.0,False,4,1,False,True,2017-18,BOU
586,28,19,8,2.0,0.0,2.0,True,1,2,False,True,2017-18,WBA
103,28,8,19,2.0,0.0,2.0,False,1,2,False,True,2017-18,HUD
104,29,8,17,2.0,-2.0,4.0,False,2,0,False,False,2017-18,HUD
1137,29,17,8,4.0,2.0,2.0,True,2,0,True,True,2017-18,TOT
1110,30,16,8,2.0,0.0,2.0,False,0,0,True,False,2017-18,SWA
105,30,8,16,2.0,0.0,2.0,True,0,0,True,False,2017-18,HUD
198,31,6,8,2.0,0.0,2.0,False,0,2,True,True,2017-18,CRY
106,31,8,6,2.0,0.0,2.0,True,0,2,False,False,2017-18,HUD
823,32,13,8,2.0,0.0,2.0,True,1,0,True,True,2017-18,NEW
107,32,8,13,2.0,0.0,2.0,False,1,0,False,False,2017-18,HUD
108,33,8,3,2.0,0.0,2.0,False,1,1,False,True,2017-18,HUD
1754,33,3,8,2.0,0.0,2.0,True,1,1,False,True,2017-18,BRI
275,34,18,8,3.0,1.0,2.0,False,1,0,False,False,2017-18,WAT
109,34,8,18,2.0,-1.0,3.0,True,1,0,True,True,2017-18,HUD
463,36,7,8,3.0,1.0,2.0,False,0,2,True,True,2017-18,EVE
110,36,8,7,2.0,-1.0,3.0,True,0,2,False,False,2017-18,HUD
111,37,8,11,2.0,-3.0,5.0,False,0,0,True,False,2017-18,HUD
790,37,11,8,5.0,3.0,2.0,True,0,0,True,False,2017-18,MCI
1343,37,5,8,4.0,2.0,2.0,True,1,1,False,True,2017-18,CHE
112,37,8,5,2.0,-2.0,4.0,False,1,1,False,True,2017-18,HUD
184,38,1,8,3.0,1.0,2.0,False,0,1,True,True,2017-18,ARS
113,38,8,1,2.0,-1.0,3.0,True,0,1,False,False,2017-18,HUD
115,7,2,9,2.0,0.0,2.0,True,0,0,True,False,2017-18,BOU
603,7,9,2,2.0,0.0,2.0,False,0,0,True,False,2017-18,LEI
116,8,2,17,2.0,-2.0,4.0,False,1,0,False,False,2017-18,BOU
2379,8,17,2,4.0,2.0,2.0,True,1,0,True,True,2017-18,TOT
2927,9,15,2,2.0,0.0,2.0,True,1,2,False,True,2017-18,STO
117,9,2,15,2.0,0.0,2.0,False,1,2,False,True,2017-18,BOU
1316,10,5,2,4.0,2.0,2.0,False,0,1,True,True,2017-18,CHE
118,10,2,5,2.0,-2.0,4.0,True,0,1,False,False,2017-18,BOU
803,11,13,2,3.0,1.0,2.0,True,0,1,False,False,2017-18,NEW
119,11,2,13,2.0,-1.0,3.0,False,0,1,True,True,2017-18,BOU
1093,13,16,2,2.0,0.0,2.0,True,0,0,True,False,2017-18,SWA
121,13,2,16,2.0,0.0,2.0,False,0,0,True,False,2017-18,BOU
122,14,2,4,2.0,-1.0,3.0,True,1,2,False,True,2017-18,BOU
365,14,4,2,3.0,1.0,2.0,False,1,2,False,True,2017-18,BUR
123,15,2,14,2.0,-1.0,3.0,True,1,1,False,True,2017-18,BOU
883,15,14,2,3.0,1.0,2.0,False,1,1,False,True,2017-18,SOU
1548,16,6,2,2.0,0.0,2.0,True,2,2,False,True,2017-18,CRY
124,16,2,6,2.0,0.0,2.0,False,2,2,False,True,2017-18,BOU
1215,17,12,2,5.0,3.0,2.0,True,1,0,True,True,2017-18,MUN
125,17,2,12,2.0,-3.0,5.0,False,1,0,False,False,2017-18,BOU
335,18,10,2,4.0,2.0,2.0,False,0,4,True,True,2017-18,LIV
126,18,2,10,2.0,-2.0,4.0,True,0,4,False,False,2017-18,BOU
127,19,2,11,2.0,-3.0,5.0,False,4,0,False,False,2017-18,BOU
773,19,11,2,5.0,3.0,2.0,True,4,0,True,True,2017-18,MCI
130,22,2,3,3.0,0.0,3.0,False,2,2,False,True,2017-18,BOU
1744,22,3,2,3.0,0.0,3.0,True,2,2,False,True,2017-18,BRI
169,23,1,2,3.0,1.0,2.0,False,2,1,False,True,2017-18,ARS
131,23,2,1,2.0,-1.0,3.0,True,2,1,False,True,2017-18,BOU
133,25,2,5,2.0,-2.0,4.0,False,0,3,True,True,2017-18,BOU
1331,25,5,2,4.0,2.0,2.0,True,0,3,False,False,2017-18,CHE
2944,26,15,2,2.0,-1.0,3.0,False,2,1,False,True,2017-18,STO
134,26,2,15,3.0,1.0,2.0,True,2,1,False,True,2017-18,BOU
820,28,13,2,2.0,-1.0,3.0,False,2,2,False,True,2017-18,NEW
136,28,2,13,3.0,1.0,2.0,True,2,2,False,True,2017-18,BOU
137,29,2,9,3.0,0.0,3.0,False,1,1,False,True,2017-18,BOU
549,29,9,2,3.0,0.0,3.0,True,1,1,False,True,2017-18,LEI
